lead_id,interaction_type,interaction_date,details
405,Call,11/22/2023,"{""follow_up_date"": ""2024-10-22"", ""priority"": ""high""}"
501,Meeting,11/22/2023,"{""follow_up_date"": ""2024-05-26"", ""priority"": ""medium""}"
854,Call,11/22/2023,"{""follow_up_date"": ""2024-02-29"", ""priority"": ""low""}"
603,Email,11/22/2023,"{""follow_up_date"": ""2024-07-12"", ""priority"": ""low""}"
283,Email,11/22/2023,"{""follow_up_date"": ""2024-11-09"", ""priority"": ""high""}"
843,Meeting,11/22/2023,"{""follow_up_date"": ""2024-07-20"", ""priority"": ""medium""}"
997,Email,11/22/2023,"{""follow_up_date"": ""2024-07-30"", ""priority"": ""high""}"
333,Email,11/23/2023,"{""follow_up_date"": ""2023-12-25"", ""priority"": ""medium""}"
139,Meeting,11/24/2023,"{""follow_up_date"": ""2024-01-21"", ""priority"": ""high""}"
251,Call,11/25/2023,"{""follow_up_date"": ""2024-11-21"", ""priority"": ""medium""}"
278,Email,11/26/2023,"{""follow_up_date"": ""2024-01-21"", ""priority"": ""high""}"
155,Email,11/26/2023,"{""follow_up_date"": ""2024-03-12"", ""priority"": ""low""}"
319,Call,11/26/2023,"{""follow_up_date"": ""2024-05-13"", ""priority"": ""high""}"
799,Meeting,11/26/2023,"{""follow_up_date"": ""2024-11-20"", ""priority"": ""high""}"
760,Meeting,11/26/2023,"{""follow_up_date"": ""2024-08-14"", ""priority"": ""high""}"
803,Meeting,11/26/2023,"{""follow_up_date"": ""2024-05-05"", ""priority"": ""low""}"
265,Email,11/26/2023,"{""follow_up_date"": ""2024-06-28"", ""priority"": ""medium""}"
478,Meeting,11/27/2023,"{""follow_up_date"": ""2024-04-28"", ""priority"": ""high""}"
852,Call,11/27/2023,"{""follow_up_date"": ""2024-08-08"", ""priority"": ""high""}"
136,Call,11/27/2023,"{""follow_up_date"": ""2024-01-13"", ""priority"": ""high""}"
857,Meeting,11/27/2023,"{""follow_up_date"": ""2024-11-08"", ""priority"": ""low""}"
268,Meeting,11/28/2023,"{""follow_up_date"": ""2024-04-18"", ""priority"": ""high""}"
784,Email,11/28/2023,"{""follow_up_date"": ""2024-10-17"", ""priority"": ""low""}"
277,Call,11/29/2023,"{""follow_up_date"": ""2024-01-28"", ""priority"": ""low""}"
497,Email,11/29/2023,"{""follow_up_date"": ""2023-12-27"", ""priority"": ""low""}"
191,Email,11/29/2023,"{""follow_up_date"": ""2024-05-22"", ""priority"": ""low""}"
270,Meeting,11/30/2023,"{""follow_up_date"": ""2024-01-11"", ""priority"": ""medium""}"
411,Meeting,11/30/2023,"{""follow_up_date"": ""2024-11-20"", ""priority"": ""high""}"
162,Meeting,11/30/2023,"{""follow_up_date"": ""2024-05-22"", ""priority"": ""high""}"
220,Call,11/30/2023,"{""follow_up_date"": ""2024-10-09"", ""priority"": ""medium""}"
374,Email,11/30/2023,"{""follow_up_date"": ""2024-03-09"", ""priority"": ""low""}"
466,Meeting,12/1/2023,"{""follow_up_date"": ""2024-07-20"", ""priority"": ""high""}"
830,Email,12/1/2023,"{""follow_up_date"": ""2024-09-25"", ""priority"": ""high""}"
7,Call,12/1/2023,"{""follow_up_date"": ""2024-09-12"", ""priority"": ""high""}"
730,Email,12/2/2023,"{""follow_up_date"": ""2024-02-22"", ""priority"": ""high""}"
374,Call,12/2/2023,"{""follow_up_date"": ""2023-12-13"", ""priority"": ""high""}"
676,Meeting,12/2/2023,"{""follow_up_date"": ""2023-12-05"", ""priority"": ""high""}"
766,Email,12/3/2023,"{""follow_up_date"": ""2024-11-01"", ""priority"": ""low""}"
697,Email,12/3/2023,"{""follow_up_date"": ""2024-08-23"", ""priority"": ""low""}"
558,Meeting,12/3/2023,"{""follow_up_date"": ""2024-07-06"", ""priority"": ""high""}"
147,Call,12/5/2023,"{""follow_up_date"": ""2024-03-25"", ""priority"": ""low""}"
42,Call,12/5/2023,"{""follow_up_date"": ""2024-01-11"", ""priority"": ""high""}"
643,Call,12/5/2023,"{""follow_up_date"": ""2023-12-28"", ""priority"": ""low""}"
386,Meeting,12/6/2023,"{""follow_up_date"": ""2024-10-11"", ""priority"": ""medium""}"
942,Email,12/6/2023,"{""follow_up_date"": ""2024-08-22"", ""priority"": ""high""}"
448,Email,12/7/2023,"{""follow_up_date"": ""2024-06-02"", ""priority"": ""medium""}"
663,Email,12/7/2023,"{""follow_up_date"": ""2024-05-31"", ""priority"": ""low""}"
895,Email,12/8/2023,"{""follow_up_date"": ""2024-10-27"", ""priority"": ""low""}"
777,Call,12/10/2023,"{""follow_up_date"": ""2024-05-21"", ""priority"": ""medium""}"
513,Call,12/10/2023,"{""follow_up_date"": ""2023-12-12"", ""priority"": ""high""}"
990,Call,12/10/2023,"{""follow_up_date"": ""2024-01-28"", ""priority"": ""high""}"
956,Email,12/11/2023,"{""follow_up_date"": ""2024-07-09"", ""priority"": ""medium""}"
972,Meeting,12/11/2023,"{""follow_up_date"": ""2024-01-10"", ""priority"": ""low""}"
858,Email,12/12/2023,"{""follow_up_date"": ""2024-05-13"", ""priority"": ""high""}"
37,Meeting,12/12/2023,"{""follow_up_date"": ""2024-11-20"", ""priority"": ""low""}"
73,Meeting,12/13/2023,"{""follow_up_date"": ""2024-08-08"", ""priority"": ""medium""}"
162,Call,12/13/2023,"{""follow_up_date"": ""2024-02-20"", ""priority"": ""high""}"
863,Email,12/13/2023,"{""follow_up_date"": ""2024-07-10"", ""priority"": ""high""}"
438,Call,12/14/2023,"{""follow_up_date"": ""2024-01-24"", ""priority"": ""high""}"
21,Meeting,12/14/2023,"{""follow_up_date"": ""2024-03-27"", ""priority"": ""medium""}"
992,Meeting,12/14/2023,"{""follow_up_date"": ""2024-09-18"", ""priority"": ""medium""}"
331,Call,12/14/2023,"{""follow_up_date"": ""2024-11-23"", ""priority"": ""high""}"
194,Meeting,12/15/2023,"{""follow_up_date"": ""2024-08-19"", ""priority"": ""high""}"
729,Call,12/15/2023,"{""follow_up_date"": ""2024-03-18"", ""priority"": ""low""}"
495,Meeting,12/15/2023,"{""follow_up_date"": ""2024-08-19"", ""priority"": ""high""}"
717,Call,12/16/2023,"{""follow_up_date"": ""2024-06-05"", ""priority"": ""high""}"
14,Meeting,12/16/2023,"{""follow_up_date"": ""2024-07-22"", ""priority"": ""low""}"
724,Meeting,12/17/2023,"{""follow_up_date"": ""2024-03-24"", ""priority"": ""low""}"
263,Call,12/17/2023,"{""follow_up_date"": ""2024-03-14"", ""priority"": ""high""}"
429,Email,12/17/2023,"{""follow_up_date"": ""2023-12-29"", ""priority"": ""medium""}"
260,Meeting,12/18/2023,"{""follow_up_date"": ""2024-04-22"", ""priority"": ""low""}"
173,Email,12/18/2023,"{""follow_up_date"": ""2024-04-11"", ""priority"": ""high""}"
677,Call,12/18/2023,"{""follow_up_date"": ""2024-10-27"", ""priority"": ""high""}"
777,Meeting,12/18/2023,"{""follow_up_date"": ""2024-01-31"", ""priority"": ""medium""}"
687,Call,12/19/2023,"{""follow_up_date"": ""2024-03-29"", ""priority"": ""low""}"
220,Meeting,12/19/2023,"{""follow_up_date"": ""2024-04-11"", ""priority"": ""low""}"
448,Call,12/19/2023,"{""follow_up_date"": ""2024-02-06"", ""priority"": ""low""}"
380,Call,12/20/2023,"{""follow_up_date"": ""2024-07-30"", ""priority"": ""high""}"
389,Meeting,12/20/2023,"{""follow_up_date"": ""2024-03-25"", ""priority"": ""high""}"
452,Email,12/21/2023,"{""follow_up_date"": ""2024-09-20"", ""priority"": ""medium""}"
249,Email,12/21/2023,"{""follow_up_date"": ""2024-11-05"", ""priority"": ""low""}"
819,Email,12/21/2023,"{""follow_up_date"": ""2024-09-22"", ""priority"": ""medium""}"
943,Email,12/22/2023,"{""follow_up_date"": ""2024-11-16"", ""priority"": ""high""}"
703,Meeting,12/22/2023,"{""follow_up_date"": ""2024-06-18"", ""priority"": ""high""}"
242,Email,12/22/2023,"{""follow_up_date"": ""2024-03-05"", ""priority"": ""high""}"
990,Email,12/23/2023,"{""follow_up_date"": ""2024-04-15"", ""priority"": ""high""}"
622,Email,12/23/2023,"{""follow_up_date"": ""2024-09-14"", ""priority"": ""medium""}"
363,Call,12/23/2023,"{""follow_up_date"": ""2024-09-14"", ""priority"": ""medium""}"
482,Call,12/23/2023,"{""follow_up_date"": ""2024-11-12"", ""priority"": ""low""}"
898,Meeting,12/23/2023,"{""follow_up_date"": ""2024-07-27"", ""priority"": ""low""}"
503,Meeting,12/25/2023,"{""follow_up_date"": ""2024-12-06"", ""priority"": ""medium""}"
343,Meeting,12/25/2023,"{""follow_up_date"": ""2024-12-11"", ""priority"": ""low""}"
504,Call,12/26/2023,"{""follow_up_date"": ""2024-10-10"", ""priority"": ""low""}"
462,Meeting,12/26/2023,"{""follow_up_date"": ""2024-04-08"", ""priority"": ""high""}"
296,Call,12/26/2023,"{""follow_up_date"": ""2024-05-23"", ""priority"": ""low""}"
438,Meeting,12/26/2023,"{""follow_up_date"": ""2024-10-07"", ""priority"": ""high""}"
810,Meeting,12/26/2023,"{""follow_up_date"": ""2024-09-09"", ""priority"": ""low""}"
369,Call,12/27/2023,"{""follow_up_date"": ""2024-09-10"", ""priority"": ""low""}"
35,Call,12/28/2023,"{""follow_up_date"": ""2024-05-19"", ""priority"": ""medium""}"
64,Call,12/28/2023,"{""follow_up_date"": ""2024-09-27"", ""priority"": ""medium""}"
916,Call,12/28/2023,"{""follow_up_date"": ""2024-08-02"", ""priority"": ""low""}"
460,Meeting,12/30/2023,"{""follow_up_date"": ""2024-07-23"", ""priority"": ""high""}"
984,Call,12/30/2023,"{""follow_up_date"": ""2024-11-22"", ""priority"": ""high""}"
252,Email,12/30/2023,"{""follow_up_date"": ""2024-12-22"", ""priority"": ""low""}"
305,Email,12/30/2023,"{""follow_up_date"": ""2024-06-15"", ""priority"": ""medium""}"
903,Meeting,12/31/2023,"{""follow_up_date"": ""2024-07-24"", ""priority"": ""high""}"
15,Call,12/31/2023,"{""follow_up_date"": ""2024-09-03"", ""priority"": ""low""}"
847,Email,12/31/2023,"{""follow_up_date"": ""2024-09-06"", ""priority"": ""medium""}"
417,Call,1/1/2024,"{""follow_up_date"": ""2024-08-11"", ""priority"": ""high""}"
817,Call,1/1/2024,"{""follow_up_date"": ""2024-09-18"", ""priority"": ""medium""}"
